t,mean,max
55050,0.526146,1
55100,0.529034,1
55150,0.530221,1
55200,0.541058,1
55250,0.536993,1
55300,0.53086,1
55350,0.529036,1
55400,0.530795,1
55450,0.52461,1
55500,0.519024,1
55550,0.524452,1
55600,0.530261,1
55650,0.520558,1
55700,0.519535,1
55750,0.520727,1
55800,0.52917,1
55850,0.52712,1
55900,0.523144,1
55950,0.529403,1
56000,0.534551,1
56050,0.530496,1
56100,0.527606,1
56150,0.530482,1
56200,0.530184,1
56250,0.522062,1
56300,0.518641,1
56350,0.519876,1
56400,0.518689,1
56450,0.512042,1
56500,0.512737,1
56550,0.523842,1
56600,0.527247,1
56650,0.518675,1
56700,0.519943,1
56750,0.520924,1
56800,0.516731,1
56850,0.50385,1
56900,0.501512,1
56950,0.502153,1
57000,0.499749,1
57050,0.488511,1
57100,0.484836,1
57150,0.489548,1
57200,0.492612,1
57250,0.486858,1
57300,0.486732,1
57350,0.48877,1
57400,0.495236,1
57450,0.489899,1
57500,0.487677,1
57550,0.492228,1
57600,0.49306,1
57650,0.492484,1
57700,0.492367,1
57750,0.498589,1
57800,0.501783,1
57850,0.493885,1
57900,0.48876,1
57950,0.489187,1
58000,0.494918,1
58050,0.49208,1
58100,0.490154,1
58150,0.495203,1
58200,0.500929,1
58250,0.496636,1
58300,0.485406,1
58350,0.487746,1
58400,0.492476,1
58450,0.493536,1
58500,0.4842,1
58550,0.483968,1
58600,0.493788,1
58650,0.497324,1
58700,0.484991,1
58750,0.480673,1
58800,0.487877,1
58850,0.492729,1
58900,0.496269,1
58950,0.493609,1
59000,0.49649,1
59050,0.50297,1
59100,0.504294,1
59150,0.493454,1
59200,0.492623,1
59250,0.492812,1
59300,0.488279,1
59350,0.481138,1
59400,0.489742,1
59450,0.496258,1
59500,0.490998,1
59550,0.480396,1
59600,0.477551,1
59650,0.478864,1
59700,0.474544,1
59750,0.476134,1
59800,0.480603,1
59850,0.488483,1
59900,0.491816,1
59950,0.489469,1
60000,0.486737,1
60050,0.498249,1
60100,0.509988,1
60150,0.517196,1
60200,0.511277,1
60250,0.51344,1
60300,0.524054,1
60350,0.521173,1
60400,0.524375,1
60450,0.534031,1
60500,0.536147,1
60550,0.533002,1
60600,0.533537,1
60650,0.534342,1
60700,0.547782,1
60750,0.553729,1
60800,0.559199,1
60850,0.556777,1
60900,0.557431,1
60950,0.557899,1
61000,0.555805,1
61050,0.557036,1
61100,0.565155,1
61150,0.563917,1
61200,0.558474,1
61250,0.561668,1
61300,0.566198,1
61350,0.572954,1
61400,0.579613,1
61450,0.582949,1
61500,0.584206,1
61550,0.586764,1
61600,0.59948,1
61650,0.594299,1
61700,0.586007,1
61750,0.588808,1
61800,0.58001,1
61850,0.572509,1
61900,0.573955,1
61950,0.5731,1
62000,0.573882,1
62050,0.570578,1
62100,0.569494,1
62150,0.5761,1
62200,0.574049,1
62250,0.574944,1
62300,0.571965,1
62350,0.566836,1
62400,0.567294,1
62450,0.564929,1
62500,0.559054,1
62550,0.559242,1
62600,0.557545,1
62650,0.549279,1
62700,0.543266,1
62750,0.544616,1
62800,0.542866,1
62850,0.536561,1
62900,0.53578,1
62950,0.540341,1
63000,0.545391,1
63050,0.545141,1
63100,0.54727,1
63150,0.545603,1
63200,0.54699,1
63250,0.559821,1
63300,0.566555,1
63350,0.572622,1
63400,0.575676,1
63450,0.58166,1
63500,0.593388,1
63550,0.601265,1
63600,0.59457,1
63650,0.586443,1
63700,0.585692,1
63750,0.579011,1
63800,0.567999,1
63850,0.569136,1
63900,0.577269,1
63950,0.583691,1
64000,0.577823,1
64050,0.579133,1
64100,0.58538,1
64150,0.58266,1
64200,0.571612,1
64250,0.569675,1
64300,0.570701,1
64350,0.566928,1
64400,0.559418,1
64450,0.559889,1
64500,0.572619,1
64550,0.567561,1
64600,0.566405,1
64650,0.571646,1
64700,0.577446,1
64750,0.583184,1
64800,0.574466,1
64850,0.570158,1
64900,0.576041,1
64950,0.575456,1
65000,0.564994,1
65050,0.560452,1
65100,0.565421,1
65150,0.57109,1
65200,0.568964,1
65250,0.568474,1
65300,0.570578,1
65350,0.572665,1
65400,0.565864,1
65450,0.561233,1
65500,0.569808,1
65550,0.571663,1
65600,0.569486,1
65650,0.570641,1
65700,0.571263,1
65750,0.573961,1
65800,0.571791,1
65850,0.568489,1
65900,0.576365,1
65950,0.585257,1
66000,0.583885,1
66050,0.571403,1
66100,0.574173,1
66150,0.58152,1
66200,0.580158,1
66250,0.578331,1
66300,0.572383,1
66350,0.575587,1
66400,0.577164,1
66450,0.575944,1
66500,0.574805,1
66550,0.575201,1
66600,0.575736,1
66650,0.567983,1
66700,0.561806,1
66750,0.567143,1
66800,0.572755,1
66850,0.576237,1
66900,0.575278,1
66950,0.574439,1
67000,0.576679,1
67050,0.57745,1
67100,0.575694,1
67150,0.57181,1
67200,0.57362,1
67250,0.57908,1
67300,0.569329,1
67350,0.569261,1
67400,0.571471,1
67450,0.576259,1
67500,0.568795,1
67550,0.56044,1
67600,0.567431,1
67650,0.571553,1
67700,0.575543,1
67750,0.571116,1
67800,0.581469,1
67850,0.586024,1
67900,0.583789,1
67950,0.58764,1
68000,0.598877,1
68050,0.604406,1
68100,0.602037,1
68150,0.603143,1
68200,0.598682,1
68250,0.589342,1
68300,0.589699,1
68350,0.595943,1
68400,0.587999,1
68450,0.591422,1
68500,0.589456,1
68550,0.579881,1
68600,0.578564,1
68650,0.576509,1
68700,0.571064,1
68750,0.574732,1
68800,0.581812,1
68850,0.577353,1
68900,0.575007,1
68950,0.581525,1
69000,0.583829,1
69050,0.579678,1
69100,0.583863,1
69150,0.586114,1
69200,0.579643,1
69250,0.586101,1
69300,0.592001,1
69350,0.586595,1
69400,0.587022,1
69450,0.596103,1
69500,0.588949,1
69550,0.584214,1
69600,0.583305,1
69650,0.581032,1
69700,0.573355,1
69750,0.573564,1
69800,0.583084,1
69850,0.580919,1
69900,0.573125,1
69950,0.574591,1
70000,0.570577,1
70050,0.563356,1
70100,0.564654,1
70150,0.56455,1
70200,0.558446,1
70250,0.552647,1
70300,0.556836,1
70350,0.553293,1
70400,0.546216,1
70450,0.546129,1
70500,0.551004,1
70550,0.552674,1
70600,0.553697,1
70650,0.558935,1
70700,0.552289,1
70750,0.543302,1
70800,0.545875,1
70850,0.554265,1
70900,0.563463,1
70950,0.568291,1
71000,0.572193,1
71050,0.574522,1
71100,0.571296,1
71150,0.560169,1
71200,0.558608,1
71250,0.562362,1
71300,0.559436,1
71350,0.5541,1
71400,0.549453,1
71450,0.555183,1
71500,0.556487,1
71550,0.543846,1
71600,0.545339,1
71650,0.556497,1
71700,0.556448,1
71750,0.544407,1
71800,0.541107,1
71850,0.54981,1
71900,0.555639,1
71950,0.557001,1
72000,0.55974,1
72050,0.56179,1
72100,0.556996,1
72150,0.547717,1
72200,0.554819,1
72250,0.566951,1
72300,0.56176,1
72350,0.549532,1
72400,0.552833,1
72450,0.558408,1
72500,0.561627,1
72550,0.556727,1
72600,0.549326,1
72650,0.549974,1
72700,0.548241,1
72750,0.540954,1
72800,0.534176,1
72850,0.539003,1
72900,0.54676,1
72950,0.537439,1
73000,0.532158,1
73050,0.537322,1
73100,0.540809,1
73150,0.533985,1
73200,0.530035,1
73250,0.534295,1
73300,0.537932,1
73350,0.533892,1
73400,0.526179,1
73450,0.531756,1
73500,0.53902,1
73550,0.533278,1
73600,0.534297,1
73650,0.544112,1
73700,0.550971,1
73750,0.548377,1
73800,0.538539,1
73850,0.548022,1
73900,0.558868,1
73950,0.559785,1
74000,0.555368,1
74050,0.553403,1
74100,0.555474,1
74150,0.555325,1
74200,0.548528,1
74250,0.547341,1
74300,0.549442,1
74350,0.563661,1
74400,0.56803,1
74450,0.567414,1
74500,0.567335,1
74550,0.568917,1
74600,0.562805,1
74650,0.559239,1
74700,0.563481,1
74750,0.568616,1
74800,0.562434,1
74850,0.557083,1
74900,0.563832,1
74950,0.578552,1
75000,0.579534,1
75050,0.570177,1
75100,0.565384,1
75150,0.562145,1
75200,0.562364,1
75250,0.569107,1
75300,0.564248,1
75350,0.570262,1
75400,0.582347,1
75450,0.581236,1
75500,0.586506,1
75550,0.594737,1
75600,0.592887,1
75650,0.588915,1
75700,0.59205,1
75750,0.589975,1
75800,0.590392,1
75850,0.593457,1
75900,0.601017,1
75950,0.60455,1
76000,0.608335,1
76050,0.60583,1
76100,0.597733,1
76150,0.597897,1
76200,0.597132,1
76250,0.594198,1
76300,0.59122,1
76350,0.595735,1
76400,0.591802,1
76450,0.595762,1
76500,0.603296,1
76550,0.597992,1
76600,0.593359,1
76650,0.598831,1
76700,0.596999,1
76750,0.592421,1
76800,0.593255,1
76850,0.595817,1
76900,0.588458,1
76950,0.591387,1
77000,0.597566,1
77050,0.594076,1
77100,0.585257,1
77150,0.58813,1
77200,0.586845,1
77250,0.580047,1
77300,0.579303,1
77350,0.57902,1
77400,0.571039,1
77450,0.56375,1
77500,0.568852,1
77550,0.577347,1
77600,0.579993,1
77650,0.581307,1
77700,0.58171,1
77750,0.576135,1
77800,0.569535,1
77850,0.575686,1
77900,0.588358,1
77950,0.581946,1
78000,0.584781,1
78050,0.587207,1
78100,0.585173,1
78150,0.57917,1
78200,0.581393,1
78250,0.577441,1
78300,0.571284,1
78350,0.570434,1
78400,0.57124,1
78450,0.575227,1
78500,0.581744,1
78550,0.587969,1
78600,0.596805,1
78650,0.596605,1
78700,0.588148,1
78750,0.583375,1
78800,0.584701,1
78850,0.582563,1
78900,0.576354,1
78950,0.574276,1
79000,0.574477,1
79050,0.568284,1
79100,0.562578,1
79150,0.56315,1
79200,0.562815,1
79250,0.56493,1
79300,0.572614,1
79350,0.577844,1
79400,0.584135,1
79450,0.58168,1
79500,0.584985,1
79550,0.584761,1
79600,0.59505,1
79650,0.600532,1
79700,0.594735,1
79750,0.589837,1
79800,0.592561,1
79850,0.593115,1
79900,0.594043,1
79950,0.589039,1
80000,0.589113,1
80050,0.585041,1
80100,0.576727,1
80150,0.579556,1
80200,0.584643,1
80250,0.580429,1
80300,0.572143,1
80350,0.57863,1
80400,0.57984,1
80450,0.578937,1
80500,0.566111,1
80550,0.569839,1
80600,0.576877,1
80650,0.57729,1
80700,0.567742,1
80750,0.561975,1
80800,0.566269,1
80850,0.567088,1
80900,0.568527,1
80950,0.566601,1
81000,0.576032,1
81050,0.581223,1
81100,0.57755,1
81150,0.572144,1
81200,0.57656,1
81250,0.574377,1
81300,0.570559,1
81350,0.560859,1
81400,0.565746,1
81450,0.574901,1
81500,0.570368,1
81550,0.55678,1
81600,0.557864,1
81650,0.565049,1
81700,0.563908,1
81750,0.558582,1
81800,0.563622,1
81850,0.572082,1
81900,0.568434,1
81950,0.562713,1
82000,0.559754,1
82050,0.564533,1
82100,0.566539,1
82150,0.563771,1
82200,0.556305,1
82250,0.550516,1
82300,0.557298,1
82350,0.556811,1
82400,0.549848,1
82450,0.552987,1
82500,0.562452,1
82550,0.560216,1
82600,0.560667,1
82650,0.563697,1
82700,0.561324,1
82750,0.561394,1
82800,0.558319,1
82850,0.548954,1
82900,0.554805,1
82950,0.561965,1
83000,0.558977,1
83050,0.560442,1
83100,0.567045,1
83150,0.569549,1
83200,0.561184,1
83250,0.565701,1
83300,0.563614,1
83350,0.555945,1
83400,0.558645,1
83450,0.568402,1
83500,0.568674,1
83550,0.568162,1
83600,0.56728,1
83650,0.559771,1
83700,0.556319,1
83750,0.556456,1
83800,0.550743,1
83850,0.548387,1
83900,0.554279,1
83950,0.54838,1
84000,0.541514,1
84050,0.541897,1
84100,0.537186,1
84150,0.528174,1
84200,0.52831,1
84250,0.526173,1
84300,0.522254,1
84350,0.526399,1
84400,0.53041,1
84450,0.523228,1
84500,0.52417,1
84550,0.525626,1
84600,0.519397,1
84650,0.513262,1
84700,0.513054,1
84750,0.51674,1
84800,0.516455,1
84850,0.513929,1
84900,0.518307,1
84950,0.51379,1
85000,0.514992,1
85050,0.519868,1
85100,0.514962,1
85150,0.506965,1
85200,0.508066,1
85250,0.506944,1
85300,0.498709,1
85350,0.49323,1
85400,0.497977,1
85450,0.493608,1
85500,0.48605,1
85550,0.481657,1
85600,0.482186,1
85650,0.484569,1
85700,0.483073,1
85750,0.484407,1
85800,0.49925,1
85850,0.490489,1
85900,0.489473,1
85950,0.497169,1
86000,0.499918,1
86050,0.506497,1
86100,0.504968,1
86150,0.508223,1
86200,0.508987,1
86250,0.501563,1
86300,0.506905,1
86350,0.515701,1
86400,0.519779,1
86450,0.51988,1
86500,0.520298,1
86550,0.52061,1
86600,0.522877,1
86650,0.519059,1
86700,0.512369,1
86750,0.510825,1
86800,0.511132,1
86850,0.504868,1
86900,0.501263,1
86950,0.502876,1
87000,0.501827,1
87050,0.495156,1
87100,0.499237,1
87150,0.502908,1
87200,0.50386,1
87250,0.493,1
87300,0.487913,1
87350,0.492092,1
87400,0.493137,1
87450,0.483629,1
87500,0.487411,1
87550,0.495551,1
87600,0.49857,1
87650,0.495537,1
87700,0.493883,1
87750,0.49932,1
87800,0.506649,1
87850,0.504025,1
87900,0.516031,1
87950,0.521218,1
88000,0.527014,1
88050,0.525866,1
88100,0.521028,1
88150,0.522493,1
88200,0.526505,1
88250,0.526839,1
88300,0.523729,1
88350,0.528227,1
88400,0.53228,1
88450,0.531282,1
88500,0.52151,1
88550,0.519268,1
88600,0.519843,1
88650,0.513989,1
88700,0.506484,1
88750,0.516781,1
88800,0.517856,1
88850,0.512696,1
88900,0.5061,1
88950,0.512402,1
89000,0.52301,1
89050,0.527805,1
89100,0.519932,1
89150,0.522038,1
89200,0.531266,1
89250,0.537024,1
89300,0.522496,1
89350,0.520003,1
89400,0.522655,1
89450,0.523125,1
89500,0.517899,1
89550,0.512313,1
89600,0.518136,1
89650,0.517028,1
89700,0.511243,1
89750,0.50648,1
89800,0.512987,1
89850,0.514433,1
89900,0.513259,1
89950,0.50749,1
90000,0.520776,1
90050,0.536837,1
90100,0.549199,1
90150,0.551539,1
90200,0.547851,1
90250,0.548691,1
90300,0.552898,1
90350,0.548838,1
90400,0.538013,1
90450,0.548593,1
90500,0.561135,1
90550,0.557264,1
90600,0.556179,1
90650,0.562769,1
90700,0.561006,1
90750,0.550839,1
90800,0.557815,1
90850,0.557805,1
90900,0.554092,1
90950,0.55913,1
91000,0.560867,1
91050,0.553637,1
91100,0.559525,1
91150,0.562545,1
91200,0.55851,1
91250,0.559549,1
91300,0.559848,1
91350,0.554235,1
91400,0.553251,1
91450,0.562594,1
91500,0.563282,1
91550,0.562679,1
91600,0.562639,1
91650,0.555851,1
91700,0.550968,1
91750,0.556135,1
91800,0.556504,1
91850,0.553994,1
91900,0.557594,1
91950,0.559348,1
92000,0.554937,1
92050,0.554184,1
92100,0.560705,1
92150,0.563457,1
92200,0.552523,1
92250,0.551691,1
92300,0.556962,1
92350,0.547901,1
92400,0.5455,1
92450,0.5484,1
92500,0.542621,1
92550,0.53451,1
92600,0.536413,1
92650,0.531168,1
92700,0.523687,1
92750,0.53106,1
92800,0.538052,1
92850,0.53044,1
92900,0.526471,1
92950,0.534797,1
93000,0.529852,1
93050,0.519542,1
93100,0.520794,1
93150,0.517416,1
93200,0.515849,1
93250,0.512924,1
93300,0.514665,1
93350,0.507015,1
93400,0.496467,1
93450,0.495232,1
93500,0.496706,1
93550,0.501172,1
93600,0.504676,1
93650,0.504358,1
93700,0.50578,1
93750,0.500534,1
93800,0.490984,1
93850,0.490715,1
93900,0.499902,1
93950,0.497543,1
94000,0.502546,1
94050,0.511683,1
94100,0.511259,1
94150,0.509175,1
94200,0.501224,1
94250,0.505064,1
94300,0.506283,1
94350,0.503567,1
94400,0.496144,1
94450,0.505305,1
94500,0.5079,1
94550,0.502763,1
94600,0.492547,1
94650,0.4921,1
94700,0.494267,1
94750,0.491896,1
94800,0.483131,1
94850,0.485815,1
94900,0.504016,1
94950,0.511514,1
95000,0.499504,1
95050,0.496045,1
95100,0.49567,1
95150,0.489737,1
95200,0.483207,1
95250,0.482981,1
95300,0.484695,1
95350,0.484444,1
95400,0.474252,1
95450,0.47875,1
95500,0.483458,1
95550,0.482122,1
95600,0.47104,1
95650,0.475536,1
95700,0.490045,1
95750,0.496937,1
95800,0.486577,1
95850,0.488732,1
95900,0.494425,1
95950,0.498971,1
96000,0.507598,1
96050,0.510089,1
96100,0.515822,1
96150,0.513738,1
96200,0.504586,1
96250,0.503692,1
96300,0.508501,1
96350,0.506351,1
96400,0.494923,1
96450,0.500821,1
96500,0.506682,1
96550,0.5117,1
96600,0.508639,1
96650,0.501824,1
96700,0.504383,1
96750,0.505627,1
96800,0.503897,1
96850,0.501434,1
96900,0.507548,1
96950,0.515585,1
97000,0.522299,1
97050,0.522571,1
97100,0.527603,1
97150,0.536405,1
97200,0.539487,1
97250,0.535166,1
97300,0.532854,1
97350,0.533376,1
97400,0.53172,1
97450,0.525166,1
97500,0.516931,1
97550,0.516776,1
97600,0.518638,1
97650,0.515353,1
97700,0.507961,1
97750,0.50733,1
97800,0.509702,1
97850,0.508803,1
97900,0.499765,1
97950,0.50037,1
98000,0.507991,1
98050,0.512064,1
98100,0.516893,1
98150,0.519882,1
98200,0.52426,1
98250,0.521702,1
98300,0.521017,1
98350,0.523999,1
98400,0.520477,1
98450,0.517815,1
98500,0.518082,1
98550,0.513063,1
98600,0.511052,1
98650,0.525334,1
98700,0.52652,1
98750,0.520392,1
98800,0.522874,1
98850,0.525367,1
98900,0.527815,1
98950,0.532569,1
99000,0.529062,1
99050,0.521652,1
99100,0.524151,1
99150,0.529498,1
99200,0.531002,1
99250,0.536364,1
99300,0.54367,1
99350,0.542648,1
99400,0.542651,1
99450,0.542665,1
99500,0.535856,1
99550,0.532459,1
99600,0.535839,1
99650,0.534621,1
99700,0.532088,1
99750,0.537598,1
99800,0.550575,1
99850,0.550862,1
99900,0.551285,1
99950,0.558126,1
100000,0.555991,1
100050,0.558186,1
100100,0.558565,1
100150,0.560333,1
100200,0.557895,1
100250,0.558169,1
100300,0.559839,1
100350,0.557062,1
100400,0.555963,1
100450,0.562355,1
100500,0.560463,1
100550,0.553583,1
100600,0.550019,1
100650,0.552011,1
100700,0.544791,1
100750,0.539014,1
100800,0.540945,1
100850,0.538549,1
100900,0.530382,1
100950,0.532637,1
101000,0.541785,1
101050,0.552888,1
101100,0.562037,1
101150,0.556166,1
101200,0.561112,1
101250,0.56966,1
101300,0.566203,1
101350,0.566709,1
101400,0.575823,1
101450,0.577821,1
101500,0.570534,1
101550,0.563413,1
101600,0.560646,1
101650,0.564539,1
101700,0.5618,1
101750,0.552274,1
101800,0.556716,1
101850,0.563716,1
101900,0.558499,1
101950,0.561929,1
102000,0.565747,1
102050,0.574361,1
102100,0.578383,1
102150,0.568886,1
102200,0.571819,1
102250,0.575233,1
102300,0.574171,1
102350,0.570628,1
102400,0.578605,1
102450,0.583748,1
102500,0.580847,1
102550,0.571155,1
102600,0.569434,1
102650,0.57037,1
102700,0.563211,1
102750,0.549902,1
102800,0.54899,1
102850,0.550091,1
102900,0.543914,1
102950,0.534545,1
103000,0.539239,1
103050,0.544332,1
103100,0.540653,1
103150,0.536482,1
103200,0.54409,1
103250,0.555152,1
103300,0.551932,1
103350,0.545423,1
103400,0.550305,1
103450,0.553789,1
103500,0.555693,1
103550,0.541535,1
103600,0.537494,1
103650,0.540738,1
103700,0.544796,1
103750,0.532565,1
103800,0.525869,1
103850,0.527785,1
103900,0.538817,1
103950,0.530405,1
104000,0.528141,1
104050,0.535853,1
104100,0.538184,1
104150,0.529025,1
104200,0.521061,1
104250,0.522982,1
104300,0.521642,1
104350,0.515581,1
104400,0.512532,1
104450,0.522238,1
104500,0.539639,1
104550,0.545165,1
104600,0.53812,1
104650,0.538344,1
104700,0.539083,1
104750,0.553934,1
104800,0.555216,1
104850,0.555518,1
104900,0.558463,1
104950,0.566001,1
105000,0.567055,1
105050,0.569402,1
105100,0.570739,1
105150,0.567603,1
105200,0.557389,1
105250,0.560522,1
105300,0.566185,1
105350,0.564603,1
105400,0.557928,1
105450,0.553148,1
105500,0.556969,1
105550,0.5606,1
105600,0.55781,1
105650,0.557237,1
105700,0.558947,1
105750,0.553157,1
105800,0.550728,1
105850,0.553671,1
105900,0.549209,1
105950,0.543493,1
106000,0.549462,1
106050,0.5462,1
106100,0.540102,1
106150,0.543185,1
106200,0.542632,1
106250,0.535253,1
106300,0.536931,1
106350,0.536928,1
106400,0.536898,1
106450,0.539418,1
106500,0.547604,1
106550,0.552292,1
106600,0.545167,1
106650,0.545613,1
106700,0.541491,1
106750,0.535282,1
106800,0.53483,1
106850,0.534904,1
106900,0.530444,1
106950,0.532683,1
107000,0.538392,1
107050,0.542279,1
107100,0.545207,1
107150,0.546941,1
107200,0.541403,1
107250,0.53999,1
107300,0.547699,1
107350,0.553675,1
107400,0.563225,1
107450,0.567437,1
107500,0.576789,1
107550,0.578365,1
107600,0.577061,1
107650,0.581254,1
107700,0.582153,1
107750,0.572722,1
107800,0.572461,1
107850,0.573508,1
107900,0.581918,1
107950,0.576478,1
108000,0.583354,1
108050,0.58292,1
108100,0.58018,1
108150,0.580106,1
108200,0.57672,1
108250,0.584624,1
108300,0.589365,1
108350,0.596809,1
108400,0.587868,1
108450,0.579969,1
108500,0.583422,1
108550,0.588129,1
108600,0.58924,1
108650,0.581219,1
108700,0.581416,1
108750,0.584622,1
108800,0.582444,1
108850,0.571891,1
108900,0.569004,1
